userId	geneSymbol	geneName	entrezgene	gLink
LINC02182	LINC02182	long intergenic non-protein coding RNA 2182	101928880	https://www.ncbi.nlm.nih.gov/gene/?term=101928880
LINC00581	LINC00581	long intergenic non-protein coding RNA 581	100874531	https://www.ncbi.nlm.nih.gov/gene/?term=100874531
CHST9	CHST9	carbohydrate sulfotransferase 9	83539	https://www.ncbi.nlm.nih.gov/gene/?term=83539
CNTN3	CNTN3	contactin 3	5067	https://www.ncbi.nlm.nih.gov/gene/?term=5067
DRC1	DRC1	dynein regulatory complex subunit 1	92749	https://www.ncbi.nlm.nih.gov/gene/?term=92749
PCDHGC4	PCDHGC4	protocadherin gamma subfamily C, 4	56098	https://www.ncbi.nlm.nih.gov/gene/?term=56098
ASS1P1	ASS1P1	argininosuccinate synthetase 1 pseudogene 1	442167	https://www.ncbi.nlm.nih.gov/gene/?term=442167
JAKMIP2	JAKMIP2	janus kinase and microtubule interacting protein 2	9832	https://www.ncbi.nlm.nih.gov/gene/?term=9832
ASPH	ASPH	aspartate beta-hydroxylase	444	https://www.ncbi.nlm.nih.gov/gene/?term=444
LINC02457	LINC02457	long intergenic non-protein coding RNA 2457	107984439	https://www.ncbi.nlm.nih.gov/gene/?term=107984439
LGALS2	LGALS2	galectin 2	3957	https://www.ncbi.nlm.nih.gov/gene/?term=3957
SEMA3E	SEMA3E	semaphorin 3E	9723	https://www.ncbi.nlm.nih.gov/gene/?term=9723
LINC00598	LINC00598	long intergenic non-protein coding RNA 598	646982	https://www.ncbi.nlm.nih.gov/gene/?term=646982
NPM1P13	NPM1P13	nucleophosmin 1 pseudogene 13	10834	https://www.ncbi.nlm.nih.gov/gene/?term=10834
LINC02076	LINC02076	long intergenic non-protein coding RNA 2076	400579	https://www.ncbi.nlm.nih.gov/gene/?term=400579
FLT4	FLT4	fms related tyrosine kinase 4	2324	https://www.ncbi.nlm.nih.gov/gene/?term=2324
OVCH1	OVCH1	ovochymase 1	341350	https://www.ncbi.nlm.nih.gov/gene/?term=341350
GLT8D2	GLT8D2	glycosyltransferase 8 domain containing 2	83468	https://www.ncbi.nlm.nih.gov/gene/?term=83468
CACNA1G	CACNA1G	calcium voltage-gated channel subunit alpha1 G	8913	https://www.ncbi.nlm.nih.gov/gene/?term=8913
GRAMD4P3	GRAMD4P3	GRAM domain containing 4 pseudogene 3	100631248	https://www.ncbi.nlm.nih.gov/gene/?term=100631248
SLC46A3	SLC46A3	solute carrier family 46 member 3	283537	https://www.ncbi.nlm.nih.gov/gene/?term=283537
MAB21L1	MAB21L1	mab-21 like 1	4081	https://www.ncbi.nlm.nih.gov/gene/?term=4081
TPSP2	TPSP2	tryptase pseudogene 2	650474	https://www.ncbi.nlm.nih.gov/gene/?term=650474
AMBP	AMBP	alpha-1-microglobulin/bikunin precursor	259	https://www.ncbi.nlm.nih.gov/gene/?term=259
MIR124-2HG	MIR124-2HG	MIR124-2 host gene	100130155	https://www.ncbi.nlm.nih.gov/gene/?term=100130155
AGMAT	AGMAT	agmatinase	79814	https://www.ncbi.nlm.nih.gov/gene/?term=79814
MYH1	MYH1	myosin heavy chain 1	4619	https://www.ncbi.nlm.nih.gov/gene/?term=4619
GAPDHP48	GAPDHP48	glyceraldehyde 3 phosphate dehydrogenase pseudogene 48	100240713	https://www.ncbi.nlm.nih.gov/gene/?term=100240713
IGHV3-29	IGHV3-29	immunoglobulin heavy variable 3-29 (pseudogene)	28440	https://www.ncbi.nlm.nih.gov/gene/?term=28440
GLDC	GLDC	glycine decarboxylase	2731	https://www.ncbi.nlm.nih.gov/gene/?term=2731
CMTM5	CMTM5	CKLF like MARVEL transmembrane domain containing 5	116173	https://www.ncbi.nlm.nih.gov/gene/?term=116173
COL19A1	COL19A1	collagen type XIX alpha 1 chain	1310	https://www.ncbi.nlm.nih.gov/gene/?term=1310
NFKBIZ	NFKBIZ	NFKB inhibitor zeta	64332	https://www.ncbi.nlm.nih.gov/gene/?term=64332
SORBS1	SORBS1	sorbin and SH3 domain containing 1	10580	https://www.ncbi.nlm.nih.gov/gene/?term=10580
CATIP	CATIP	ciliogenesis associated TTC17 interacting protein	375307	https://www.ncbi.nlm.nih.gov/gene/?term=375307
ICAM1	ICAM1	intercellular adhesion molecule 1	3383	https://www.ncbi.nlm.nih.gov/gene/?term=3383
MIR100HG	MIR100HG	mir-100-let-7a-2-mir-125b-1 cluster host gene	399959	https://www.ncbi.nlm.nih.gov/gene/?term=399959
CCL5	CCL5	C-C motif chemokine ligand 5	6352	https://www.ncbi.nlm.nih.gov/gene/?term=6352
RNU5E-8P	RNU5E-8P	RNA, U5E small nuclear 8, pseudogene	100873837	https://www.ncbi.nlm.nih.gov/gene/?term=100873837
FLRT1	FLRT1	fibronectin leucine rich transmembrane protein 1	23769	https://www.ncbi.nlm.nih.gov/gene/?term=23769
CACNA2D2	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2	9254	https://www.ncbi.nlm.nih.gov/gene/?term=9254
TCP11	TCP11	t-complex 11	6954	https://www.ncbi.nlm.nih.gov/gene/?term=6954
KCNK12	KCNK12	potassium two pore domain channel subfamily K member 12	56660	https://www.ncbi.nlm.nih.gov/gene/?term=56660
PNMA6A	PNMA6A	PNMA family member 6A	84968	https://www.ncbi.nlm.nih.gov/gene/?term=84968
TCEA1P3	TCEA1P3	transcription elongation factor A1 pseudogene 3	340501	https://www.ncbi.nlm.nih.gov/gene/?term=340501
NCAM1-AS1	NCAM1-AS1	NCAM1 antisense RNA1	100288346	https://www.ncbi.nlm.nih.gov/gene/?term=100288346
TRHDE-AS1	TRHDE-AS1	TRHDE antisense RNA 1	283392	https://www.ncbi.nlm.nih.gov/gene/?term=283392
PINLYP	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	390940	https://www.ncbi.nlm.nih.gov/gene/?term=390940
KIF21A	KIF21A	kinesin family member 21A	55605	https://www.ncbi.nlm.nih.gov/gene/?term=55605
ERICH3	ERICH3	glutamate rich 3	127254	https://www.ncbi.nlm.nih.gov/gene/?term=127254
DLGAP3	DLGAP3	DLG associated protein 3	58512	https://www.ncbi.nlm.nih.gov/gene/?term=58512
CT45A5	CT45A5	cancer/testis antigen family 45 member A5	441521	https://www.ncbi.nlm.nih.gov/gene/?term=441521
SHC4	SHC4	SHC adaptor protein 4	399694	https://www.ncbi.nlm.nih.gov/gene/?term=399694
LINC01411	LINC01411	long intergenic non-protein coding RNA 1411	101928176	https://www.ncbi.nlm.nih.gov/gene/?term=101928176
GAPLINC	GAPLINC	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	100505592	https://www.ncbi.nlm.nih.gov/gene/?term=100505592
NEUROG2	NEUROG2	neurogenin 2	63973	https://www.ncbi.nlm.nih.gov/gene/?term=63973
IGHG3	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)	3502	https://www.ncbi.nlm.nih.gov/gene/?term=3502
PRR18	PRR18	proline rich 18	285800	https://www.ncbi.nlm.nih.gov/gene/?term=285800
ZNF608	ZNF608	zinc finger protein 608	57507	https://www.ncbi.nlm.nih.gov/gene/?term=57507
CLEC14A	CLEC14A	C-type lectin domain containing 14A	161198	https://www.ncbi.nlm.nih.gov/gene/?term=161198
ZNF418	ZNF418	zinc finger protein 418	147686	https://www.ncbi.nlm.nih.gov/gene/?term=147686
RCOR2	RCOR2	REST corepressor 2	283248	https://www.ncbi.nlm.nih.gov/gene/?term=283248
CNTNAP3	CNTNAP3	contactin associated protein like 3	79937	https://www.ncbi.nlm.nih.gov/gene/?term=79937
IPO5P1	IPO5P1	importin 5 pseudogene 1	100132815	https://www.ncbi.nlm.nih.gov/gene/?term=100132815
FMO4	FMO4	flavin containing monooxygenase 4	2329	https://www.ncbi.nlm.nih.gov/gene/?term=2329
RGS13	RGS13	regulator of G protein signaling 13	6003	https://www.ncbi.nlm.nih.gov/gene/?term=6003
FKBP1B	FKBP1B	FKBP prolyl isomerase 1B	2281	https://www.ncbi.nlm.nih.gov/gene/?term=2281
SLC2A14	SLC2A14	solute carrier family 2 member 14	144195	https://www.ncbi.nlm.nih.gov/gene/?term=144195
SAMD9	SAMD9	sterile alpha motif domain containing 9	54809	https://www.ncbi.nlm.nih.gov/gene/?term=54809
SSX6P	SSX6P	SSX family member 6, pseudogene	280657	https://www.ncbi.nlm.nih.gov/gene/?term=280657
FAS	FAS	Fas cell surface death receptor	355	https://www.ncbi.nlm.nih.gov/gene/?term=355
SLC22A25	SLC22A25	solute carrier family 22 member 25	387601	https://www.ncbi.nlm.nih.gov/gene/?term=387601
FNDC5	FNDC5	fibronectin type III domain containing 5	252995	https://www.ncbi.nlm.nih.gov/gene/?term=252995
TGFB2-AS1	TGFB2-AS1	TGFB2 antisense RNA 1 (head to head)	728463	https://www.ncbi.nlm.nih.gov/gene/?term=728463
RND2	RND2	Rho family GTPase 2	8153	https://www.ncbi.nlm.nih.gov/gene/?term=8153
NCALD	NCALD	neurocalcin delta	83988	https://www.ncbi.nlm.nih.gov/gene/?term=83988
MTMR8	MTMR8	myotubularin related protein 8	55613	https://www.ncbi.nlm.nih.gov/gene/?term=55613
NQO1	NQO1	NAD(P)H quinone dehydrogenase 1	1728	https://www.ncbi.nlm.nih.gov/gene/?term=1728
BLK	BLK	BLK proto-oncogene, Src family tyrosine kinase	640	https://www.ncbi.nlm.nih.gov/gene/?term=640
C6orf141	C6orf141	chromosome 6 open reading frame 141	135398	https://www.ncbi.nlm.nih.gov/gene/?term=135398
KRT8	KRT8	keratin 8	3856	https://www.ncbi.nlm.nih.gov/gene/?term=3856
XPNPEP2	XPNPEP2	X-prolyl aminopeptidase 2	7512	https://www.ncbi.nlm.nih.gov/gene/?term=7512
ANKRD62	ANKRD62	ankyrin repeat domain 62	342850	https://www.ncbi.nlm.nih.gov/gene/?term=342850
UBASH3B	UBASH3B	ubiquitin associated and SH3 domain containing B	84959	https://www.ncbi.nlm.nih.gov/gene/?term=84959
RAB37	RAB37	RAB37, member RAS oncogene family	326624	https://www.ncbi.nlm.nih.gov/gene/?term=326624
GAS1RR	GAS1RR	GAS1 adjacent regulatory RNA	100506834	https://www.ncbi.nlm.nih.gov/gene/?term=100506834
FAM90A25P	FAM90A25P	family with sequence similarity 90 member A25, pseudogene	389633	https://www.ncbi.nlm.nih.gov/gene/?term=389633
GLB1L3	GLB1L3	galactosidase beta 1 like 3	112937	https://www.ncbi.nlm.nih.gov/gene/?term=112937
OR2A9P	OR2A9P	olfactory receptor family 2 subfamily A member 9 pseudogene	441295	https://www.ncbi.nlm.nih.gov/gene/?term=441295
KBTBD11-OT1	KBTBD11-OT1	KBTBD11 overlapping transcript 1	104266957	https://www.ncbi.nlm.nih.gov/gene/?term=104266957
C6orf118	C6orf118	chromosome 6 open reading frame 118	168090	https://www.ncbi.nlm.nih.gov/gene/?term=168090
LGALS12	LGALS12	galectin 12	85329	https://www.ncbi.nlm.nih.gov/gene/?term=85329
TMEM216	TMEM216	transmembrane protein 216	51259	https://www.ncbi.nlm.nih.gov/gene/?term=51259
SFN	SFN	stratifin	2810	https://www.ncbi.nlm.nih.gov/gene/?term=2810
IQSEC2	IQSEC2	IQ motif and Sec7 domain 2	23096	https://www.ncbi.nlm.nih.gov/gene/?term=23096
MAPK4	MAPK4	mitogen-activated protein kinase 4	5596	https://www.ncbi.nlm.nih.gov/gene/?term=5596
FAM9C	FAM9C	family with sequence similarity 9 member C	171484	https://www.ncbi.nlm.nih.gov/gene/?term=171484
RASEF	RASEF	RAS and EF-hand domain containing	158158	https://www.ncbi.nlm.nih.gov/gene/?term=158158
NTSR1	NTSR1	neurotensin receptor 1	4923	https://www.ncbi.nlm.nih.gov/gene/?term=4923
NEXN	NEXN	nexilin F-actin binding protein	91624	https://www.ncbi.nlm.nih.gov/gene/?term=91624
GRID1-AS1	GRID1-AS1	GRID1 antisense RNA 1	100507470	https://www.ncbi.nlm.nih.gov/gene/?term=100507470
COX6CP2	COX6CP2	cytochrome c oxidase subunit 6C pseudogene 2	170504	https://www.ncbi.nlm.nih.gov/gene/?term=170504
LINC01094	LINC01094	long intergenic non-protein coding RNA 1094	100505702	https://www.ncbi.nlm.nih.gov/gene/?term=100505702
CPNE9	CPNE9	copine family member 9	151835	https://www.ncbi.nlm.nih.gov/gene/?term=151835
CFAP77	CFAP77	cilia and flagella associated protein 77	389799	https://www.ncbi.nlm.nih.gov/gene/?term=389799
BHLHA15	BHLHA15	basic helix-loop-helix family member a15	168620	https://www.ncbi.nlm.nih.gov/gene/?term=168620
TNXB	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
PCDHB4	PCDHB4	protocadherin beta 4	56131	https://www.ncbi.nlm.nih.gov/gene/?term=56131
IGHD4-4	IGHD4-4	immunoglobulin heavy diversity 4-4	28496	https://www.ncbi.nlm.nih.gov/gene/?term=28496
RPL29P19	RPL29P19	ribosomal protein L29 pseudogene 19	389655	https://www.ncbi.nlm.nih.gov/gene/?term=389655
OXGR1	OXGR1	oxoglutarate receptor 1	27199	https://www.ncbi.nlm.nih.gov/gene/?term=27199
CPNE5	CPNE5	copine 5	57699	https://www.ncbi.nlm.nih.gov/gene/?term=57699
LINC02572	LINC02572	long intergenic non-protein coding RNA 2572	105373615	https://www.ncbi.nlm.nih.gov/gene/?term=105373615
NOXA1	NOXA1	NADPH oxidase activator 1	10811	https://www.ncbi.nlm.nih.gov/gene/?term=10811
LHX1	LHX1	LIM homeobox 1	3975	https://www.ncbi.nlm.nih.gov/gene/?term=3975
MYO18B	MYO18B	myosin XVIIIB	84700	https://www.ncbi.nlm.nih.gov/gene/?term=84700
FGF8	FGF8	fibroblast growth factor 8	2253	https://www.ncbi.nlm.nih.gov/gene/?term=2253
TLX1	TLX1	T cell leukemia homeobox 1	3195	https://www.ncbi.nlm.nih.gov/gene/?term=3195
IL13RA1	IL13RA1	interleukin 13 receptor subunit alpha 1	3597	https://www.ncbi.nlm.nih.gov/gene/?term=3597
CTAGE15	CTAGE15	CTAGE family member 15	441294	https://www.ncbi.nlm.nih.gov/gene/?term=441294
SAMD12	SAMD12	sterile alpha motif domain containing 12	401474	https://www.ncbi.nlm.nih.gov/gene/?term=401474
IGHD6-6	IGHD6-6	immunoglobulin heavy diversity 6-6	28488	https://www.ncbi.nlm.nih.gov/gene/?term=28488
TBX22	TBX22	T-box 22	50945	https://www.ncbi.nlm.nih.gov/gene/?term=50945
TPK1	TPK1	thiamin pyrophosphokinase 1	27010	https://www.ncbi.nlm.nih.gov/gene/?term=27010
ZNF681	ZNF681	zinc finger protein 681	148213	https://www.ncbi.nlm.nih.gov/gene/?term=148213
ECHDC2	ECHDC2	enoyl-CoA hydratase domain containing 2	55268	https://www.ncbi.nlm.nih.gov/gene/?term=55268
RPS6KA6	RPS6KA6	ribosomal protein S6 kinase A6	27330	https://www.ncbi.nlm.nih.gov/gene/?term=27330
SOGA3	SOGA3	SOGA family member 3	387104	https://www.ncbi.nlm.nih.gov/gene/?term=387104
SOX9	SOX9	SRY-box 9	6662	https://www.ncbi.nlm.nih.gov/gene/?term=6662
FAM86GP	FAM86GP	NA	387745	https://www.ncbi.nlm.nih.gov/gene/?term=387745
HCG9	HCG9	HLA complex group 9	10255	https://www.ncbi.nlm.nih.gov/gene/?term=10255
MTAP	MTAP	methylthioadenosine phosphorylase	4507	https://www.ncbi.nlm.nih.gov/gene/?term=4507
REG4	REG4	regenerating family member 4	83998	https://www.ncbi.nlm.nih.gov/gene/?term=83998
LINC02152	LINC02152	long intergenic non-protein coding RNA 2152	105371071	https://www.ncbi.nlm.nih.gov/gene/?term=105371071
PRDM5	PRDM5	PR/SET domain 5	11107	https://www.ncbi.nlm.nih.gov/gene/?term=11107
PTPRK	PTPRK	protein tyrosine phosphatase, receptor type K	5796	https://www.ncbi.nlm.nih.gov/gene/?term=5796
MIR212	MIR212	microRNA 212	406994	https://www.ncbi.nlm.nih.gov/gene/?term=406994
WWC2-AS2	WWC2-AS2	WWC2 antisense RNA 2	152641	https://www.ncbi.nlm.nih.gov/gene/?term=152641
MTMR11	MTMR11	myotubularin related protein 11	10903	https://www.ncbi.nlm.nih.gov/gene/?term=10903
C9orf129	C9orf129	chromosome 9 open reading frame 129	445577	https://www.ncbi.nlm.nih.gov/gene/?term=445577
LARGE1	LARGE1	LARGE xylosyl- and glucuronyltransferase 1	9215	https://www.ncbi.nlm.nih.gov/gene/?term=9215
PVALEF	PVALEF	parvalbumin like EF-hand containing	388428	https://www.ncbi.nlm.nih.gov/gene/?term=388428
ABI3BP	ABI3BP	ABI family member 3 binding protein	25890	https://www.ncbi.nlm.nih.gov/gene/?term=25890
LAYN	LAYN	layilin	143903	https://www.ncbi.nlm.nih.gov/gene/?term=143903
PCDHB3	PCDHB3	protocadherin beta 3	56132	https://www.ncbi.nlm.nih.gov/gene/?term=56132
ERRFI1	ERRFI1	ERBB receptor feedback inhibitor 1	54206	https://www.ncbi.nlm.nih.gov/gene/?term=54206
THRSP	THRSP	thyroid hormone responsive	7069	https://www.ncbi.nlm.nih.gov/gene/?term=7069
COL24A1	COL24A1	collagen type XXIV alpha 1 chain	255631	https://www.ncbi.nlm.nih.gov/gene/?term=255631
RBM22P2	RBM22P2	RNA binding motif protein 22 pseudogene 2	100271871	https://www.ncbi.nlm.nih.gov/gene/?term=100271871
ITGB2-AS1	ITGB2-AS1	ITGB2 antisense RNA 1	100505746	https://www.ncbi.nlm.nih.gov/gene/?term=100505746
WDR49	WDR49	WD repeat domain 49	151790	https://www.ncbi.nlm.nih.gov/gene/?term=151790
SPATA41	SPATA41	spermatogenesis associated 41	388182	https://www.ncbi.nlm.nih.gov/gene/?term=388182
ZKSCAN7	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	55888	https://www.ncbi.nlm.nih.gov/gene/?term=55888
SNX6P1	SNX6P1	sorting nexin 6 pseudogene 1	126506	https://www.ncbi.nlm.nih.gov/gene/?term=126506
PYGL	PYGL	glycogen phosphorylase L	5836	https://www.ncbi.nlm.nih.gov/gene/?term=5836
DEFB131E	DEFB131E	defensin beta 131E (pseudogene)	110806269	https://www.ncbi.nlm.nih.gov/gene/?term=110806269
LINC01441	LINC01441	long intergenic non-protein coding RNA 1441	101927796	https://www.ncbi.nlm.nih.gov/gene/?term=101927796
GNG4	GNG4	G protein subunit gamma 4	2786	https://www.ncbi.nlm.nih.gov/gene/?term=2786
UNC5D	UNC5D	unc-5 netrin receptor D	137970	https://www.ncbi.nlm.nih.gov/gene/?term=137970
MCHR1	MCHR1	melanin concentrating hormone receptor 1	2847	https://www.ncbi.nlm.nih.gov/gene/?term=2847
PCDHB2	PCDHB2	protocadherin beta 2	56133	https://www.ncbi.nlm.nih.gov/gene/?term=56133
GLT1D1	GLT1D1	glycosyltransferase 1 domain containing 1	144423	https://www.ncbi.nlm.nih.gov/gene/?term=144423
LINC02649	LINC02649	long intergenic non-protein coding RNA 2649	399715	https://www.ncbi.nlm.nih.gov/gene/?term=399715
LAMA1	LAMA1	laminin subunit alpha 1	284217	https://www.ncbi.nlm.nih.gov/gene/?term=284217
LIN28B	LIN28B	lin-28 homolog B	389421	https://www.ncbi.nlm.nih.gov/gene/?term=389421
FGF13	FGF13	fibroblast growth factor 13	2258	https://www.ncbi.nlm.nih.gov/gene/?term=2258
FRMD4B	FRMD4B	FERM domain containing 4B	23150	https://www.ncbi.nlm.nih.gov/gene/?term=23150
EPS8	EPS8	epidermal growth factor receptor pathway substrate 8	2059	https://www.ncbi.nlm.nih.gov/gene/?term=2059
KRT17	KRT17	keratin 17	3872	https://www.ncbi.nlm.nih.gov/gene/?term=3872
S100A3	S100A3	S100 calcium binding protein A3	6274	https://www.ncbi.nlm.nih.gov/gene/?term=6274
XAGE2	XAGE2	X antigen family member 2	9502	https://www.ncbi.nlm.nih.gov/gene/?term=9502
CDX1	CDX1	caudal type homeobox 1	1044	https://www.ncbi.nlm.nih.gov/gene/?term=1044
GACAT2	GACAT2	gastric cancer associated transcript 2	100287082	https://www.ncbi.nlm.nih.gov/gene/?term=100287082
FAM95C	FAM95C	family with sequence similarity 95 member C	100289137	https://www.ncbi.nlm.nih.gov/gene/?term=100289137
CHRDL1	CHRDL1	chordin like 1	91851	https://www.ncbi.nlm.nih.gov/gene/?term=91851
BSN	BSN	bassoon presynaptic cytomatrix protein	8927	https://www.ncbi.nlm.nih.gov/gene/?term=8927
PLPP4	PLPP4	phospholipid phosphatase 4	196051	https://www.ncbi.nlm.nih.gov/gene/?term=196051
PTPRT	PTPRT	protein tyrosine phosphatase, receptor type T	11122	https://www.ncbi.nlm.nih.gov/gene/?term=11122
KIF25-AS1	KIF25-AS1	KIF25 antisense RNA 1	100505879	https://www.ncbi.nlm.nih.gov/gene/?term=100505879
ASTN2-AS1	ASTN2-AS1	ASTN2 antisense RNA 1	100128505	https://www.ncbi.nlm.nih.gov/gene/?term=100128505
CDKN2B-AS1	CDKN2B-AS1	CDKN2B antisense RNA 1	100048912	https://www.ncbi.nlm.nih.gov/gene/?term=100048912
MSI1	MSI1	musashi RNA binding protein 1	4440	https://www.ncbi.nlm.nih.gov/gene/?term=4440
ZNF680P1	ZNF680P1	ZNF680 pseudogene 1	728947	https://www.ncbi.nlm.nih.gov/gene/?term=728947
GPIHBP1	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	338328	https://www.ncbi.nlm.nih.gov/gene/?term=338328
LEF1-AS1	LEF1-AS1	LEF1 antisense RNA 1	641518	https://www.ncbi.nlm.nih.gov/gene/?term=641518
GCGR	GCGR	glucagon receptor	2642	https://www.ncbi.nlm.nih.gov/gene/?term=2642
MESP1	MESP1	mesoderm posterior bHLH transcription factor 1	55897	https://www.ncbi.nlm.nih.gov/gene/?term=55897
NEK6	NEK6	NIMA related kinase 6	10783	https://www.ncbi.nlm.nih.gov/gene/?term=10783
LINC01191	LINC01191	long intergenic non-protein coding RNA 1191	440900	https://www.ncbi.nlm.nih.gov/gene/?term=440900
CHST13	CHST13	carbohydrate sulfotransferase 13	166012	https://www.ncbi.nlm.nih.gov/gene/?term=166012
NXNL2	NXNL2	nucleoredoxin like 2	158046	https://www.ncbi.nlm.nih.gov/gene/?term=158046
ARHGAP27P2	ARHGAP27P2	Rho GTPase activating protein 27 pseudogene 2	440461	https://www.ncbi.nlm.nih.gov/gene/?term=440461
GYPE	GYPE	glycophorin E (MNS blood group)	2996	https://www.ncbi.nlm.nih.gov/gene/?term=2996
PCDHB17P	PCDHB17P	protocadherin beta 17 pseudogene	54661	https://www.ncbi.nlm.nih.gov/gene/?term=54661
ZNF714	ZNF714	zinc finger protein 714	148206	https://www.ncbi.nlm.nih.gov/gene/?term=148206
ITGAD	ITGAD	integrin subunit alpha D	3681	https://www.ncbi.nlm.nih.gov/gene/?term=3681
SLC44A4	SLC44A4	solute carrier family 44 member 4	80736	https://www.ncbi.nlm.nih.gov/gene/?term=80736
S100A6	S100A6	S100 calcium binding protein A6	6277	https://www.ncbi.nlm.nih.gov/gene/?term=6277
SP140	SP140	SP140 nuclear body protein	11262	https://www.ncbi.nlm.nih.gov/gene/?term=11262
PCDHA8	PCDHA8	protocadherin alpha 8	56140	https://www.ncbi.nlm.nih.gov/gene/?term=56140
C2CD4B	C2CD4B	C2 calcium dependent domain containing 4B	388125	https://www.ncbi.nlm.nih.gov/gene/?term=388125
TBX1	TBX1	T-box 1	6899	https://www.ncbi.nlm.nih.gov/gene/?term=6899
MIR4539	MIR4539	microRNA 4539	100616374	https://www.ncbi.nlm.nih.gov/gene/?term=100616374
PCDHB5	PCDHB5	protocadherin beta 5	26167	https://www.ncbi.nlm.nih.gov/gene/?term=26167
MYBPC3	MYBPC3	myosin binding protein C, cardiac	4607	https://www.ncbi.nlm.nih.gov/gene/?term=4607
SSTR3	SSTR3	somatostatin receptor 3	6753	https://www.ncbi.nlm.nih.gov/gene/?term=6753
TM4SF19-AS1	TM4SF19-AS1	TM4SF19 antisense RNA 1	100874214	https://www.ncbi.nlm.nih.gov/gene/?term=100874214
GOLGA8IP	GOLGA8IP	golgin A8 family member I, pseudogene	283796	https://www.ncbi.nlm.nih.gov/gene/?term=283796
ACHE	ACHE	acetylcholinesterase (Cartwright blood group)	43	https://www.ncbi.nlm.nih.gov/gene/?term=43
TMEM273	TMEM273	transmembrane protein 273	170371	https://www.ncbi.nlm.nih.gov/gene/?term=170371
TNFSF9	TNFSF9	TNF superfamily member 9	8744	https://www.ncbi.nlm.nih.gov/gene/?term=8744
CYTH4	CYTH4	cytohesin 4	27128	https://www.ncbi.nlm.nih.gov/gene/?term=27128
LINC01448	LINC01448	long intergenic non-protein coding RNA 1448	101928795	https://www.ncbi.nlm.nih.gov/gene/?term=101928795
RP1L1	RP1L1	RP1 like 1	94137	https://www.ncbi.nlm.nih.gov/gene/?term=94137
RANBP3L	RANBP3L	RAN binding protein 3 like	202151	https://www.ncbi.nlm.nih.gov/gene/?term=202151
PGGHG	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	80162	https://www.ncbi.nlm.nih.gov/gene/?term=80162
ASTN1	ASTN1	astrotactin 1	460	https://www.ncbi.nlm.nih.gov/gene/?term=460
HBG2	HBG2	hemoglobin subunit gamma 2	3048	https://www.ncbi.nlm.nih.gov/gene/?term=3048
ZNF239	ZNF239	zinc finger protein 239	8187	https://www.ncbi.nlm.nih.gov/gene/?term=8187
RAP1GAP	RAP1GAP	RAP1 GTPase activating protein	5909	https://www.ncbi.nlm.nih.gov/gene/?term=5909
SYT7	SYT7	synaptotagmin 7	9066	https://www.ncbi.nlm.nih.gov/gene/?term=9066
CITED2	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	10370	https://www.ncbi.nlm.nih.gov/gene/?term=10370
IGHD	IGHD	immunoglobulin heavy constant delta	3495	https://www.ncbi.nlm.nih.gov/gene/?term=3495
ADM	ADM	adrenomedullin	133	https://www.ncbi.nlm.nih.gov/gene/?term=133
LYPD3	LYPD3	LY6/PLAUR domain containing 3	27076	https://www.ncbi.nlm.nih.gov/gene/?term=27076
RAX	RAX	retina and anterior neural fold homeobox	30062	https://www.ncbi.nlm.nih.gov/gene/?term=30062
ALOX15B	ALOX15B	arachidonate 15-lipoxygenase, type B	247	https://www.ncbi.nlm.nih.gov/gene/?term=247
MIR541	MIR541	microRNA 541	100126308	https://www.ncbi.nlm.nih.gov/gene/?term=100126308
TGFB1	TGFB1	transforming growth factor beta 1	7040	https://www.ncbi.nlm.nih.gov/gene/?term=7040
STAT6	STAT6	signal transducer and activator of transcription 6	6778	https://www.ncbi.nlm.nih.gov/gene/?term=6778
BAIAP3	BAIAP3	BAI1 associated protein 3	8938	https://www.ncbi.nlm.nih.gov/gene/?term=8938
MTND2P40	MTND2P40	MT-ND2 pseudogene 40	107075280	https://www.ncbi.nlm.nih.gov/gene/?term=107075280
HNRNPA3P14	HNRNPA3P14	heterogeneous nuclear ribonucleoprotein A3 pseudogene 14	729817	https://www.ncbi.nlm.nih.gov/gene/?term=729817
NF1P7	NF1P7	neurofibromin 1 pseudogene 7	100158257	https://www.ncbi.nlm.nih.gov/gene/?term=100158257
CALR4P	CALR4P	calreticulin 4, pseudogene	441884	https://www.ncbi.nlm.nih.gov/gene/?term=441884
NPHS1	NPHS1	NPHS1, nephrin	4868	https://www.ncbi.nlm.nih.gov/gene/?term=4868
SLCO2A1	SLCO2A1	solute carrier organic anion transporter family member 2A1	6578	https://www.ncbi.nlm.nih.gov/gene/?term=6578
LINC01297	LINC01297	long intergenic non-protein coding RNA 1297	106146148	https://www.ncbi.nlm.nih.gov/gene/?term=106146148
ENPP2	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	5168	https://www.ncbi.nlm.nih.gov/gene/?term=5168
